# Type map: Nern et al. 2025 optic-lobe inventory -> MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# Source: Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0); Supplementary Tables 1, 5, 7 (MOESM4 zip), hashes in docs/audits/receptor_sources_nern2025.md.
# tier: exact = identical type name in both inventories; class = MaleCNS '<prefix>_unclear' bin whose Nern subtypes all carry one prediction;
#       unmatched = MaleCNS optic-lobe-superclass type with no Nern counterpart (evidence says why). No alias / fuzzy rows were needed: all 732 Nern names are MaleCNS names.
# nern_nt: Sup_Table_1 'predicted neurotransmitter' (EM synapse classifier trained on 59 optic-lobe types; 'unclear' = low confidence, not independently confirmed).
# fw_nt: Sup_Table_7 FlyWire prediction for the matched FlyWire type (Eckstein et al. 2024 classifier, female brain). validated_*: Sup_Table_5 experimental transmitter
#       (FISH / bulk RNA-seq / antibody); validated_in_training = yes means the type was classifier ground truth, so it is not an independent check of nern_nt.
# malecns_*: from cache/neurons.parquet (model nt after the AL-LN override; mode over the type's cells, share of cells with that mode, cells with nt = unknown);
# out_syn_W = sum |c.W| over the type's output edges (sign-0 edges are zero); out_syn_raw = uncapped MaleCNS synapse count on the model's node set.
# NT vocabulary: acetylcholine gaba glutamate histamine dopamine octopamine serotonin unclear; 'a+b' = source lists two.
source_name,malecns_type,tier,evidence,n_cells_malecns,nern_main_group,nern_n_cells_R,nern_n_cells_L,nern_nt,fw_nt,t7_matched_as,validated_nt,validated_method,validated_reference,validated_in_training,malecns_superclass,malecns_nt,malecns_nt_share,malecns_n_unknown_nt,out_syn_W,out_syn_raw
MeTu2b,MeTu2b,exact,"identical name; Sup_Table_1 row 449 (instance MeTu2b_R, 16 cells, VPN)",31,VPN,16,0,unclear,acetylcholine,2-to-1,,,,,visual_projection,acetylcholine,1.0,0,9268,9268.0
MeTu3a,MeTu3a,exact,"identical name; Sup_Table_1 row 450 (instance MeTu3a_R, 18 cells, VPN)",42,VPN,18,0,acetylcholine,acetylcholine,3-to-1,,,,,visual_projection,acetylcholine,1.0,0,24505,24505.0
MeTu3b,MeTu3b,exact,"identical name; Sup_Table_1 row 451 (instance MeTu3b_R, 42 cells, VPN)",80,VPN,42,0,acetylcholine,acetylcholine,3-to-1,,,,,visual_projection,acetylcholine,1.0,0,38875,38875.0
MeTu3c,MeTu3c,exact,"identical name; Sup_Table_1 row 452 (instance MeTu3c_R, 91 cells, VPN)",173,VPN,91,0,acetylcholine,acetylcholine,3-to-1,,,,,visual_projection,acetylcholine,1.0,0,67401,67401.0
MeTu4a,MeTu4a,exact,"identical name; Sup_Table_1 row 453 (instance MeTu4a_R, 49 cells, VPN)",95,VPN,49,0,acetylcholine,acetylcholine,6-to-1,,,,,visual_projection,acetylcholine,1.0,0,41099,41099.0
MeTu4b,MeTu4b,exact,"identical name; Sup_Table_1 row 454 (instance MeTu4b_R, 16 cells, VPN)",32,VPN,16,0,acetylcholine,acetylcholine,6-to-1,,,,,visual_projection,acetylcholine,1.0,0,5476,5476.0
MeTu4c,MeTu4c,exact,"identical name; Sup_Table_1 row 455 (instance MeTu4c_R, 41 cells, VPN)",87,VPN,41,0,acetylcholine,acetylcholine,6-to-1,,,,,visual_projection,acetylcholine,1.0,0,37843,37843.0
MeTu4d,MeTu4d,exact,"identical name; Sup_Table_1 row 456 (instance MeTu4d_R, 20 cells, VPN)",40,VPN,20,0,acetylcholine,acetylcholine,6-to-1,,,,,visual_projection,acetylcholine,1.0,0,9099,9099.0
MeTu4e,MeTu4e,exact,"identical name; Sup_Table_1 row 457 (instance MeTu4e_R, 25 cells, VPN)",51,VPN,25,0,acetylcholine,acetylcholine,6-to-1,,,,,visual_projection,acetylcholine,1.0,0,10323,10323.0
MeTu4f,MeTu4f,exact,"identical name; Sup_Table_1 row 458 (instance MeTu4f_R, 28 cells, VPN)",56,VPN,28,0,acetylcholine,acetylcholine,6-to-1,,,,,visual_projection,acetylcholine,1.0,0,18513,18513.0
MeVC20,MeVC20,exact,"identical name; Sup_Table_1 row 459 (instance MeVC20_R, 2 cells, VCN)",4,VCN,2,0,glutamate,glutamate,2-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,visual_centrifugal,glutamate,1.0,0,12816,12816.0
MeVC21,MeVC21,exact,"identical name; Sup_Table_1 row 460 (instance MeVC21_R, 3 cells, VCN)",6,VCN,3,0,glutamate,serotonin,1-to-1,glutamate,FISH (Long  et al),This study,no,visual_centrifugal,glutamate,1.0,0,7090,7090.0
MeVC22,MeVC22,exact,"identical name; Sup_Table_1 row 461 (instance MeVC22_R, 2 cells, VCN)",4,VCN,2,0,glutamate,glutamate,1-to-1,glutamate,FISH (Long  et al),This study,no,visual_centrifugal,glutamate,1.0,0,14834,14834.0
MeVC23,MeVC23,exact,"identical name; Sup_Table_1 row 462 (instance MeVC23_R, 1 cells, VCN)",2,VCN,1,0,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,19255,19255.0
MeVC24,MeVC24,exact,"identical name; Sup_Table_1 row 463 (instance MeVC24_R, 1 cells, VCN)",2,VCN,1,0,glutamate,glutamate,2-to-1,,,,,visual_centrifugal,glutamate,1.0,0,6401,6401.0
MeVC25,MeVC25,exact,"identical name; Sup_Table_1 row 464 (instance MeVC25_R, 1 cells, VCN)",2,VCN,1,0,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,54437,54437.0
MeVCMe1,MeVCMe1,exact,"identical name; Sup_Table_1 row 465 (instance MeVCMe1_R, 2 cells, VCN)",4,VCN,2,2,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,98165,98165.0
MeVP1,MeVP1,exact,"identical name; Sup_Table_1 row 466 (instance MeVP1_R, 59 cells, VPN)",122,VPN,59,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,61012,61012.0
MeVP2,MeVP2,exact,"identical name; Sup_Table_1 row 467 (instance MeVP2_R, 36 cells, VPN)",76,VPN,36,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,21032,21032.0
MeVP3,MeVP3,exact,"identical name; Sup_Table_1 row 468 (instance MeVP3_R, 35 cells, VPN)",69,VPN,35,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,35792,35792.0
MeVP4,MeVP4,exact,"identical name; Sup_Table_1 row 469 (instance MeVP4_R, 22 cells, VPN)",40,VPN,22,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,44733,44733.0
MeVP5,MeVP5,exact,"identical name; Sup_Table_1 row 470 (instance MeVP5_R, 9 cells, VPN)",17,VPN,9,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5099,5099.0
MeVP6,MeVP6,exact,"identical name; Sup_Table_1 row 471 (instance MeVP6_R, 49 cells, VPN)",99,VPN,49,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,37426,37426.0
MeVP7,MeVP7,exact,"identical name; Sup_Table_1 row 472 (instance MeVP7_R, 12 cells, VPN)",23,VPN,12,0,acetylcholine,acetylcholine,4-to-1,,,,,visual_projection,acetylcholine,1.0,0,19982,19982.0
MeVP8,MeVP8,exact,"identical name; Sup_Table_1 row 473 (instance MeVP8_R, 6 cells, VPN)",13,VPN,6,0,acetylcholine,acetylcholine,4-to-1,,,,,visual_projection,acetylcholine,1.0,0,12669,12669.0
MeVP9,MeVP9,exact,"identical name; Sup_Table_1 row 474 (instance MeVP9_R, 5 cells, VPN)",12,VPN,5,0,acetylcholine,acetylcholine,4-to-1,,,,,visual_projection,acetylcholine,1.0,0,18659,18659.0
MeVP10,MeVP10,exact,"identical name; Sup_Table_1 row 475 (instance MeVP10_R, 33 cells, VPN)",61,VPN,33,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,27436,27436.0
MeVP11,MeVP11,exact,"identical name; Sup_Table_1 row 476 (instance MeVP11_R, 30 cells, VPN)",55,VPN,30,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,FISH (Long  et al),This study,no,visual_projection,acetylcholine,1.0,0,20503,20503.0
MeVP12,MeVP12,exact,"identical name; Sup_Table_1 row 477 (instance MeVP12_R, 18 cells, VPN)",27,VPN,18,0,acetylcholine,acetylcholine,2-to-1,,,,,visual_projection,acetylcholine,1.0,0,14564,14564.0
MeVP14,MeVP14,exact,"identical name; Sup_Table_1 row 478 (instance MeVP14_R, 17 cells, VPN)",33,VPN,17,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,visual_projection,acetylcholine,1.0,0,14035,14035.0
MeVP15,MeVP15,exact,"identical name; Sup_Table_1 row 479 (instance MeVP15_R, 11 cells, VPN)",24,VPN,11,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6923,6923.0
MeVP16,MeVP16,exact,"identical name; Sup_Table_1 row 480 (instance MeVP16_R, 4 cells, VPN)",8,VPN,4,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,3252,3252.0
MeVP17,MeVP17,exact,"identical name; Sup_Table_1 row 481 (instance MeVP17_R, 7 cells, VPN)",14,VPN,7,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,34104,34104.0
MeVP18,MeVP18,exact,"identical name; Sup_Table_1 row 482 (instance MeVP18_R, 3 cells, VPN)",6,VPN,3,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,15637,15637.0
MeVP20,MeVP20,exact,"identical name; Sup_Table_1 row 483 (instance MeVP20_R, 3 cells, VPN)",4,VPN,3,0,unclear,acetylcholine,2-to-1,,,,,visual_projection,glutamate,1.0,0,1907,1907.0
MeVP21,MeVP21,exact,"identical name; Sup_Table_1 row 484 (instance MeVP21_R, 3 cells, VPN)",6,VPN,3,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,8989,8989.0
MeVP22,MeVP22,exact,"identical name; Sup_Table_1 row 485 (instance MeVP22_R, 2 cells, VPN)",3,VPN,2,0,gaba,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,2759,2759.0
MeVP23,MeVP23,exact,"identical name; Sup_Table_1 row 486 (instance MeVP23_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,7011,7011.0
MeVP24,MeVP24,exact,"identical name; Sup_Table_1 row 487 (instance MeVP24_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6679,6679.0
MeVP25,MeVP25,exact,"identical name; Sup_Table_1 row 488 (instance MeVP25_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,4750,4750.0
MeVP26,MeVP26,exact,"identical name; Sup_Table_1 row 489 (instance MeVP26_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,12962,12962.0
MeVP27,MeVP27,exact,"identical name; Sup_Table_1 row 490 (instance MeVP27_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,3502,3502.0
MeVP28,MeVP28,exact,"identical name; Sup_Table_1 row 491 (instance MeVP28_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5989,5989.0
MeVP29,MeVP29,exact,"identical name; Sup_Table_1 row 492 (instance MeVP29_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,7151,7151.0
MeVP30,MeVP30,exact,"identical name; Sup_Table_1 row 493 (instance MeVP30_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,3743,3743.0
MeVP31,MeVP31,exact,"identical name; Sup_Table_1 row 494 (instance MeVP31_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,1371,1371.0
MeVP32,MeVP32,exact,"identical name; Sup_Table_1 row 495 (instance MeVP32_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,4674,4674.0
MeVP33,MeVP33,exact,"identical name; Sup_Table_1 row 496 (instance MeVP33_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6274,6274.0
MeVP34,MeVP34,exact,"identical name; Sup_Table_1 row 497 (instance MeVP34_R, 2 cells, VPN)",4,VPN,2,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,2846,2846.0
MeVP35,MeVP35,exact,"identical name; Sup_Table_1 row 498 (instance MeVP35_R, 1 cells, VPN)",2,VPN,1,0,unclear,gaba,1-to-1,,,,,visual_projection,glutamate,1.0,0,1529,1529.0
MeVP36,MeVP36,exact,"identical name; Sup_Table_1 row 499 (instance MeVP36_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6880,6880.0
MeVP38,MeVP38,exact,"identical name; Sup_Table_1 row 500 (instance MeVP38_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,7246,7246.0
MeVP39,MeVP39,exact,"identical name; Sup_Table_1 row 501 (instance MeVP39_R, 1 cells, VPN)",2,VPN,1,0,unclear,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,1273,1273.0
MeVP40,MeVP40,exact,"identical name; Sup_Table_1 row 502 (instance MeVP40_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,2-to-1,,,,,visual_projection,acetylcholine,1.0,0,2439,2439.0
MeVP41,MeVP41,exact,"identical name; Sup_Table_1 row 503 (instance MeVP41_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5538,5538.0
MeVP42,MeVP42,exact,"identical name; Sup_Table_1 row 504 (instance MeVP42_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,2-to-1,,,,,visual_projection,acetylcholine,1.0,0,2077,2077.0
MeVP43,MeVP43,exact,"identical name; Sup_Table_1 row 505 (instance MeVP43_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5909,5909.0
MeVP45,MeVP45,exact,"identical name; Sup_Table_1 row 506 (instance MeVP45_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,8562,8562.0
MeVP46,MeVP46,exact,"identical name; Sup_Table_1 row 507 (instance MeVP46_R, 2 cells, VPN)",4,VPN,2,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,4977,4977.0
MeVP47,MeVP47,exact,"identical name; Sup_Table_1 row 508 (instance MeVP47_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5198,5198.0
MeVP48,MeVP48,exact,"identical name; Sup_Table_1 row 509 (instance MeVP48_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,2554,2554.0
MeVP49,MeVP49,exact,"identical name; Sup_Table_1 row 510 (instance MeVP49_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,4610,4610.0
MeVP50,MeVP50,exact,"identical name; Sup_Table_1 row 511 (instance MeVP50_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,2311,2311.0
MeVP51,MeVP51,exact,"identical name; Sup_Table_1 row 512 (instance MeVP51_R, 1 cells, VPN)",2,VPN,1,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,13677,13677.0
MeVP52,MeVP52,exact,"identical name; Sup_Table_1 row 513 (instance MeVP52_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6335,6335.0
MeVP53,MeVP53,exact,"identical name; Sup_Table_1 row 514 (instance MeVP53_R, 1 cells, VPN)",2,VPN,1,0,gaba,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,10724,10724.0
MeVP54,MeVP54,exact,"identical name; Sup_Table_1 row 515 (instance MeVP54_R, 2 cells, VPN)",4,VPN,2,0,unclear,glutamate,2-to-1,,,,,visual_projection,glutamate,1.0,0,2395,2395.0
MeVP55,MeVP55,exact,"identical name; Sup_Table_1 row 516 (instance MeVP55_R, 2 cells, VPN)",4,VPN,2,0,unclear,glutamate,2-to-1,,,,,visual_projection,glutamate,1.0,0,2357,2357.0
MeVP56,MeVP56,exact,"identical name; Sup_Table_1 row 517 (instance MeVP56_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,7251,7251.0
MeVP57,MeVP57,exact,"identical name; Sup_Table_1 row 518 (instance MeVP57_R, 1 cells, VPN)",1,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,2829,2829.0
MeVP58,MeVP58,exact,"identical name; Sup_Table_1 row 519 (instance MeVP58_R, 3 cells, VPN)",6,VPN,3,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,3788,3788.0
MeVP59,MeVP59,exact,"identical name; Sup_Table_1 row 520 (instance MeVP59_R, 2 cells, VPN)",4,VPN,2,0,acetylcholine,acetylcholine,4-to-1,,,,,visual_projection,acetylcholine,1.0,0,8731,8731.0
MeVP60,MeVP60,exact,"identical name; Sup_Table_1 row 521 (instance MeVP60_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,5166,5166.0
MeVP61,MeVP61,exact,"identical name; Sup_Table_1 row 522 (instance MeVP61_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,2193,2193.0
MeVP62,MeVP62,exact,"identical name; Sup_Table_1 row 523 (instance MeVP62_R, 3 cells, VPN)",6,VPN,3,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,14985,14985.0
MeVP63,MeVP63,exact,"identical name; Sup_Table_1 row 524 (instance MeVP63_R, 1 cells, VPN)",2,VPN,1,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,visual_projection,gaba,1.0,0,1769,1769.0
MeVP64,MeVP64,exact,"identical name; Sup_Table_1 row 525 (instance MeVP64_R, 1 cells, VPN)",1,VPN,1,0,glutamate,,unmatched,,,,,visual_projection,glutamate,1.0,0,1177,1177.0
MeVPaMe1,MeVPaMe1,exact,"identical name; Sup_Table_1 row 526 (instance MeVPaMe1_R, 1 cells, VPN)",2,VPN,1,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,9476,9476.0
MeVPaMe2,MeVPaMe2,exact,"identical name; Sup_Table_1 row 527 (instance MeVPaMe2_R, 1 cells, VPN)",2,VPN,1,1,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,3571,3571.0
MeVPLo1,MeVPLo1,exact,"identical name; Sup_Table_1 row 528 (instance MeVPLo1_R, 2 cells, VPN)",4,VPN,2,2,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,24895,24895.0
MeVPLo2,MeVPLo2,exact,"identical name; Sup_Table_1 row 529 (instance MeVPLo2_R, 7 cells, VPN)",14,VPN,7,6,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,12890,12890.0
MeVPLp1,MeVPLp1,exact,"identical name; Sup_Table_1 row 530 (instance MeVPLp1_R, 1 cells, VPN)",2,VPN,1,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,14512,14512.0
MeVPLp2,MeVPLp2,exact,"identical name; Sup_Table_1 row 531 (instance MeVPLp2_R, 1 cells, VPN)",2,VPN,1,1,glutamate,unclear,1-to-1,glutamate,EASI-FISH (Eddison et al),Zhao et al 2023,no,ol_intrinsic,glutamate,1.0,0,7866,7866.0
MeVPMe1,MeVPMe1,exact,"identical name; Sup_Table_1 row 532 (instance MeVPMe1_R, 6 cells, VPN)",12,VPN,6,6,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,59577,59577.0
MeVPMe2,MeVPMe2,exact,"identical name; Sup_Table_1 row 533 (instance MeVPMe2_R, 5 cells, VPN)",10,VPN,5,5,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,81143,81143.0
MeVPMe3,MeVPMe3,exact,"identical name; Sup_Table_1 row 534 (instance MeVPMe3_R, 1 cells, VPN)",2,VPN,1,1,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,7758,7758.0
MeVPMe4,MeVPMe4,exact,"identical name; Sup_Table_1 row 535 (instance MeVPMe4_R, 1 cells, VPN)",3,VPN,1,2,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,10083,10083.0
MeVPMe5,MeVPMe5,exact,"identical name; Sup_Table_1 row 536 (instance MeVPMe5_R, 10 cells, VPN)",19,VPN,10,9,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,28467,28467.0
MeVPMe6,MeVPMe6,exact,"identical name; Sup_Table_1 row 537 (instance MeVPMe6_R, 1 cells, VPN)",2,VPN,1,1,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,8023,8023.0
MeVPMe7,MeVPMe7,exact,"identical name; Sup_Table_1 row 538 (instance MeVPMe7_R, 1 cells, VPN)",2,VPN,1,1,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,5524,5524.0
MeVPMe8,MeVPMe8,exact,"identical name; Sup_Table_1 row 539 (instance MeVPMe8_R, 2 cells, VPN)",4,VPN,2,1,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,7990,7990.0
MeVPMe9,MeVPMe9,exact,"identical name; Sup_Table_1 row 540 (instance MeVPMe9_R, 6 cells, VPN)",12,VPN,6,6,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,18307,18307.0
MeVPMe10,MeVPMe10,exact,"identical name; Sup_Table_1 row 541 (instance MeVPMe10_R, 2 cells, VPN)",4,VPN,2,2,glutamate,gaba,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,10621,10621.0
MeVPMe11,MeVPMe11,exact,"identical name; Sup_Table_1 row 542 (instance MeVPMe11_R, 1 cells, VPN)",2,VPN,1,1,glutamate,gaba,1-to-1,,,,,visual_projection,glutamate,1.0,0,5656,5656.0
MeVPMe12,MeVPMe12,exact,"identical name; Sup_Table_1 row 543 (instance MeVPMe12_R, 2 cells, VPN)",4,VPN,2,2,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,31082,31082.0
MeVPMe13,MeVPMe13,exact,"identical name; Sup_Table_1 row 544 (instance MeVPMe13_R, 1 cells, VPN)",2,VPN,1,1,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,28606,28606.0
MeVPOL1,MeVPOL1,exact,"identical name; Sup_Table_1 row 545 (instance MeVPOL1_R, 1 cells, VPN)",2,VPN,1,1,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,42324,42324.0
Mi1,Mi1,exact,"identical name; Sup_Table_1 row 546 (instance Mi1_R, 887 cells, ONIN)",1773,ONIN,887,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,2406777,2406777.0
Mi2,Mi2,exact,"identical name; Sup_Table_1 row 547 (instance Mi2_R, 492 cells, ONIN)",986,ONIN,492,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,263506,263506.0
Mi4,Mi4,exact,"identical name; Sup_Table_1 row 548 (instance Mi4_R, 889 cells, ONIN)",1772,ONIN,889,0,gaba,gaba,1-to-1,gaba,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,gaba,1.0,0,908716,908716.0
Mi9,Mi9,exact,"identical name; Sup_Table_1 row 549 (instance Mi9_R, 889 cells, ONIN)",1775,ONIN,889,0,glutamate,glutamate,1-to-1,glutamate,antibody staining of genetically marked cells,Takemura 2017,yes,ol_intrinsic,glutamate,1.0,0,855103,855103.0
Mi10,Mi10,exact,"identical name; Sup_Table_1 row 550 (instance Mi10_R, 222 cells, ONIN)",444,ONIN,222,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,253240,253240.0
Mi13,Mi13,exact,"identical name; Sup_Table_1 row 551 (instance Mi13_R, 453 cells, ONIN)",910,ONIN,453,0,glutamate,gaba,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,248247,248247.0
Mi14,Mi14,exact,"identical name; Sup_Table_1 row 552 (instance Mi14_R, 155 cells, ONIN)",315,ONIN,155,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,124305,124305.0
Mi15,Mi15,exact,"identical name; Sup_Table_1 row 553 (instance Mi15_R, 582 cells, ONIN)",1151,ONIN,582,0,acetylcholine,acetylcholine,1-to-1,acetylcholine+dopamine,"RNASeq (bulk, TAPIN)",Davis et al 2020,no,ol_intrinsic,acetylcholine,1.0,0,323996,323996.0
Mi16,Mi16,exact,"identical name; Sup_Table_1 row 554 (instance Mi16_R, 101 cells, ONIN)",191,ONIN,101,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,38767,38767.0
Mi17,Mi17,exact,"identical name; Sup_Table_1 row 555 (instance Mi17_R, 97 cells, ONIN)",189,ONIN,97,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,26755,26755.0
Mi18,Mi18,exact,"identical name; Sup_Table_1 row 556 (instance Mi18_R, 36 cells, ONIN)",69,ONIN,36,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,98739,98739.0
Mi19,Mi19,exact,"identical name; Sup_Table_1 row 557 (instance Mi19_R, 5 cells, ONIN)",12,ONIN,5,0,serotonin,dopamine,1-to-1,serotonin,EASI-FISH (Eddison et al),This study,yes,ol_intrinsic,unknown,1.0,12,0,24996.0
Mi20,Mi20,exact,"identical name; Sup_Table_1 row 558 (instance Mi20_R, 1 cells, ONIN)",2,ONIN,1,0,glutamate,,unmatched,,,,,ol_intrinsic,glutamate,1.0,0,4908,4908.0
Nod1,Nod1,exact,"identical name; Sup_Table_1 row 559 (instance Nod1_R, 2 cells, VPN)",4,VPN,2,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,FISH (Long  et al),This study,no,visual_projection,acetylcholine,1.0,0,11437,11437.0
