# nt_by_type_transcriptome.csv -- transmitter identity per MaleCNS v1.0 type from synthesis / transport genes, built by
# scripts/build_receptor_table.py from the per-source tables in flyverse/data/ (Özel 2021 GSE142787; Davis 2020 GSE116969;
# Davie 2018 GSE107451; Fly Cell Atlas 2022 head; Nern 2025 Sup. Table 1) and cache/neurons.parquet. Rules and thresholds:
# docs/audits/receptor_rules.md section 2; disagreements: docs/audits/receptor_nt_disagreements.md.
# nt_transcriptome: acetylcholine = ChAT|VAChT on; gaba = Gad1 on (VGAT unused: 60-586 TPM with P(on) = 1 in every non-photoreceptor
# neuronal QC-pass Davis row); glutamate = VGlut;
# histamine = Hdc; dopamine = ple&DAT; octopamine = Tdc2&Tbh; serotonin = Trh&SerT ('on' = source mixture-model P(on) >= 0.5
# [ozel2021], P(on) >= 0.5 & TPM >= 10 [davis2020], fraction of cells >= 0.2 [davie2018 / fca2022 / kurmangaliyev2020 96 h APF]);
# primary = highest classical
# marker level (expm1-linearised for the 10x sources), monoamines only when no classical marker is on; majority over sources
# (circular NT-class selections excluded; mixed pools never outvote per-type rows); none = no marker on.
# confidence: high = exact/alias tier and >= 2 sources agree; medium = exact/alias single source or >= 2 fuzzy/class; low = single
# fuzzy/class, suboptimal driver, mixed pool (pool_mixed: member types' majority model label < 90 % of pool cells; pool_labels
# lists them), weak marker (marker_rank < 0.25 = quantile of the marker level among the source's on-profiles) or disagreement.
# malecns_consensus = mode of the model nt over the type's cells (share given); nern2025_prediction = Nern 2025; agreement = joint
# flag; out_syn_raw = uncapped raw output synapses on the node set (-1 if the raw weights were unavailable); out_syn_W = |W|
# (sign-0 cells contribute 0).
malecns_type,n_cells,superclass,out_syn_W,out_syn_raw,nt_transcriptome,nt_secondary,co_monoamine,confidence,tier,source,source_name,qc,marker_rank,pool_mixed,pool_labels,sources_agreeing,sources_disagreeing,n_sources,malecns_consensus,malecns_consensus_share,n_unknown_cells,nern2025_prediction,nern2025_validated,agree_model,agree_nern,agreement,model_sign,transcriptome_sign,marker_scores
M_vPNml51,2,cb_intrinsic,1033,1033,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml52,2,cb_intrinsic,869,869,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml53,12,cb_intrinsic,3620,3620,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml54,2,cb_intrinsic,569,569,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml55,2,cb_intrinsic,2452,2452,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml57,2,cb_intrinsic,1474,1474,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml60,5,cb_intrinsic,1831,1831,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml63,7,cb_intrinsic,8221,8221,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml65,6,cb_intrinsic,7106,7106,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml67,4,cb_intrinsic,1721,1721,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml68,5,cb_intrinsic,2519,2519,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml69,4,cb_intrinsic,1545,1545,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml72,4,cb_intrinsic,1345,1345,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml73,2,cb_intrinsic,688,688,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml75,4,cb_intrinsic,1815,1815,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml76,6,cb_intrinsic,2629,2629,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml77,4,cb_intrinsic,1507,1507,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml78,1,cb_intrinsic,317,317,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml79,2,cb_intrinsic,1795,1795,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml80,4,cb_intrinsic,1309,1309,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml83,8,cb_intrinsic,3087,3087,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml84,8,cb_intrinsic,2736,2736,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml86,3,cb_intrinsic,1447,1447,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml87,6,cb_intrinsic,2186,2186,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml88,2,cb_intrinsic,846,846,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
Mi1,1773,ol_intrinsic,2406777,2406777,acetylcholine,,,high,exact,davis2020,Mi1,pass,0.762,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=968*;gaba=8.74;glutamate=8.2;histamine=2.2;dopamine=1.43;octopamine=6.11;serotonin=0.83
Mi15,1151,ol_intrinsic,323996,323996,acetylcholine,,dopamine,high,exact,davis2020,Mi15,pass,0.492,False,,davis2020;fca2022;kurmangaliyev2020;ozel2021,,4,acetylcholine,1.0,0,acetylcholine,acetylcholine+dopamine,True,True,all_agree,1,1,acetylcholine=614*;gaba=3.14;glutamate=5.8;histamine=0.61;dopamine=195*;octopamine=7.2;serotonin=0.65
Mi4,1772,ol_intrinsic,908716,908716,gaba,,octopamine,high,exact,davis2020,Mi4,pass,0.963,False,,davis2020;fca2022;kurmangaliyev2020;ozel2021,,4,gaba,1.0,0,gaba,gaba,True,True,all_agree,-1,-1,acetylcholine=31.1;gaba=2.16e+03*;glutamate=27.8;histamine=5.14;dopamine=3.53;octopamine=11*;serotonin=2.74
Mi9,1775,ol_intrinsic,855103,855103,glutamate,,,high,exact,davis2020,Mi9,pass,0.861,False,,davis2020;fca2022;kurmangaliyev2020;ozel2021,,4,glutamate,1.0,0,glutamate,glutamate,True,True,all_agree,-1,-1,acetylcholine=16.5;gaba=276*;glutamate=1.77e+03*;histamine=1.09;dopamine=2.37;octopamine=12;serotonin=0.21
NPFL1-I,2,cb_intrinsic,0,2361,acetylcholine,,octopamine,low,class,davis2020,NPF,pass,0.317,False,,davis2020,,1,serotonin,1.0,0,,,False,,transcriptome_vs_model_nern_unclear,0,1,acetylcholine=357*;gaba=104;glutamate=34.2;histamine=3.65;dopamine=9.05;octopamine=16.8*;serotonin=5.57
ORN_D,28,cb_sensory,33143,33143,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DA1,204,cb_sensory,112615,112615,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DA2,48,cb_sensory,17841,17841,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DA3,34,cb_sensory,5106,5106,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DA4l,33,cb_sensory,9793,9793,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DA4m,35,cb_sensory,14314,14314,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DC1,32,cb_sensory,29209,29209,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DC2,22,cb_sensory,18577,18577,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DC3,35,cb_sensory,24063,24063,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DC4,23,cb_sensory,28531,28531,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DL1,83,cb_sensory,36476,36476,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DL2d,15,cb_sensory,23564,23564,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DL2v,23,cb_sensory,31692,31692,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DL3,103,cb_sensory,15872,15872,none,,,none,fuzzy,fca2022,antennal trichoid sensillum at4,pass,,False,acetylcholine:365,,,1,acetylcholine,1.0,0,,,,,transcriptome_none,1,0,acetylcholine=0.656;gaba=0;glutamate=0;histamine=0;dopamine=0;octopamine=0;serotonin=0
ORN_DL4,62,cb_sensory,9047,9047,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DL5,43,cb_sensory,28241,28241,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DM1,74,cb_sensory,50259,50259,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DM2,54,cb_sensory,26201,26201,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DM3,63,cb_sensory,13191,13191,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DM4,32,cb_sensory,13559,13559,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DM5,35,cb_sensory,9651,9651,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DM6,58,cb_sensory,25942,25942,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DP1l,33,cb_sensory,43061,43061,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_DP1m,31,cb_sensory,72044,72044,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_V,55,cb_sensory,23866,23866,none,,,none,alias,fca2022,adult olfactory receptor neuron Gr21a/63a,pass,,False,,,,1,acetylcholine,1.0,0,,,,,transcriptome_none,1,0,acetylcholine=0.335;gaba=0.446;glutamate=0;histamine=0;dopamine=0;octopamine=0;serotonin=0
ORN_VA1d,132,cb_sensory,34691,34691,none,,,none,fuzzy,fca2022,antennal trichoid sensillum at4,pass,,False,acetylcholine:365,,,1,acetylcholine,1.0,0,,,,,transcriptome_none,1,0,acetylcholine=0.656;gaba=0;glutamate=0;histamine=0;dopamine=0;octopamine=0;serotonin=0
ORN_VA1v,130,cb_sensory,56272,56272,none,,,none,fuzzy,fca2022,antennal trichoid sensillum at4,pass,,False,acetylcholine:365,,,1,acetylcholine,1.0,0,,,,,transcriptome_none,1,0,acetylcholine=0.656;gaba=0;glutamate=0;histamine=0;dopamine=0;octopamine=0;serotonin=0
ORN_VA2,83,cb_sensory,44680,44680,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VA3,30,cb_sensory,15442,15442,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VA4,34,cb_sensory,15334,15334,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VA5,16,cb_sensory,10741,10741,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VA6,63,cb_sensory,33572,33572,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VA7l,29,cb_sensory,12862,12862,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VA7m,24,cb_sensory,7505,7505,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VC1,29,cb_sensory,26339,26339,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VC2,32,cb_sensory,16173,16173,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VC3,34,cb_sensory,19142,19142,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VC4,38,cb_sensory,15545,15545,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VC5,31,cb_sensory,24926,24926,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
ORN_VL1,82,cb_sensory,24881,24881,acetylcholine,,,low,class,fca2022,olfactory receptor neuron,pass,0.132,False,acetylcholine:2635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.44*;gaba=0.054;glutamate=0.0288;histamine=0.0121;dopamine=0.0239;octopamine=0.00924;serotonin=0
